MARC tag	Field name	Field repeatability	Field note	SF delimiter	SF name	SF repeatability	SF note	Subfield	Endeca element	i1	i2	Other constraint	Institution
772	SUPPLEMENT PARENT ENTRY	R	.	y	CODEN designation	NR	.	772y	Supplement to Linking	.	.	.	TRLN
772	SUPPLEMENT PARENT ENTRY	R	.	z	International Stan dard Book Number	R	.	772z	Supplement to Linking	.	.	.	TRLN
773	HOST ITEM ENTRY	R	.	a	Main entry heading	NR	.	773a	Host Item Linking	.	.	.	TRLN
773	HOST ITEM ENTRY	R	.	b	Edition	NR	.	773b	Host Item Linking	.	.	.	TRLN
773	HOST ITEM ENTRY	R	.	d	Place, publisher, and date of publication	NR	.	773d	Host Item Linking	.	.	.	TRLN
773	HOST ITEM ENTRY	R	.	g	Related parts	R	.	773g	Host Item Linking	.	.	.	TRLN
773	HOST ITEM ENTRY	R	.	h	Physical description	NR	.	773h	Host Item Linking	.	.	.	TRLN
773	HOST ITEM ENTRY	R	.	i	Relationship information	R	.	773i	Host Item Linking	.	.	.	TRLN
773	HOST ITEM ENTRY	R	.	k	Series data for related item	R	.	773k	Host Item Linking	.	.	.	TRLN
773	HOST ITEM ENTRY	R	.	m	Material-specific details	NR	.	773m	Host Item Linking	.	.	.	TRLN
773	HOST ITEM ENTRY	R	.	n	Note	R	.	773n	Host Item Linking	.	.	.	TRLN
773	HOST ITEM ENTRY	R	.	o	Other item identifier	R	.	773o	Host Item Linking	.	.	.	TRLN
773	HOST ITEM ENTRY	R	.	p	Abbreviated title	NR	.	773p	Host Item Linking	.	.	.	TRLN
773	HOST ITEM ENTRY	R	.	q	Enumeration and first page	NR	.	773q	Host Item Linking	.	.	.	TRLN
773	HOST ITEM ENTRY	R	.	r	Report number	R	.	773r	Host Item Linking	.	.	.	TRLN
773	HOST ITEM ENTRY	R	.	s	Uniform title	NR	.	773s	Host Item Linking	.	.	.	TRLN
773	HOST ITEM ENTRY	R	.	t	Title	NR	.	773t	Host Item Linking	.	.	.	TRLN
773	HOST ITEM ENTRY	R	.	u	Standard Technical Report Number	NR	.	773u	Host Item Linking	.	.	.	TRLN
773	HOST ITEM ENTRY	R	.	w	Record control number	R	.	773w	Host Item Linking	.	.	.	TRLN
773	HOST ITEM ENTRY	R	.	x	International Standard Serial Number	NR	.	773x	Host Item Linking	.	.	.	TRLN
773	HOST ITEM ENTRY	R	.	x	International Standard Serial Number	NR	.	773x	Linking ISSN	.	.	.	TRLN
773	HOST ITEM ENTRY	R	.	y	CODEN designation	NR	.	773y	Host Item Linking	.	.	.	TRLN
773	HOST ITEM ENTRY	R	.	z	International Standard Book Number	R	.	773z	Host Item Linking	.	.	.	TRLN
773	HOST ITEM ENTRY	R	.	z	International Standard Book Number	R	.	773z	Linking ISSN	.	.	.	TRLN
774	CONSTITUENT UNIT ENTRY	R	.	a	Main entry heading	NR	.	774a	Constituent Unit Linking	.	.	.	TRLN
774	CONSTITUENT UNIT ENTRY	R	.	b	Edition	NR	.	774b	Constituent Unit Linking	.	.	.	TRLN
774	CONSTITUENT UNIT ENTRY	R	.	c	Qualifying information	NR	.	774c	Constituent Unit Linking	.	.	.	TRLN
774	CONSTITUENT UNIT ENTRY	R	.	d	Place, publisher, and date of publication	NR	.	774d	Constituent Unit Linking	.	.	.	TRLN
774	CONSTITUENT UNIT ENTRY	R	.	g	Related parts	R	.	774g	Constituent Unit Linking	.	.	.	TRLN
774	CONSTITUENT UNIT ENTRY	R	.	h	Physical description	NR	.	774h	Constituent Unit Linking	.	.	.	TRLN
774	CONSTITUENT UNIT ENTRY	R	.	i	Relationship information	R	.	774i	Constituent Unit Linking	.	.	.	TRLN
774	CONSTITUENT UNIT ENTRY	R	.	k	Series data for related item	R	.	774k	Constituent Unit Linking	.	.	.	TRLN
774	CONSTITUENT UNIT ENTRY	R	.	m	Material-specific details	NR	.	774m	Constituent Unit Linking	.	.	.	TRLN
774	CONSTITUENT UNIT ENTRY	R	.	n	Note	R	.	774n	Constituent Unit Linking	.	.	.	TRLN
774	CONSTITUENT UNIT ENTRY	R	.	o	Other item identifier	R	.	774o	Constituent Unit Linking	.	.	.	TRLN
774	CONSTITUENT UNIT ENTRY	R	.	r	Report number	R	.	774r	Constituent Unit Linking	.	.	.	TRLN
774	CONSTITUENT UNIT ENTRY	R	.	s	Uniform title	NR	.	774s	Constituent Unit Linking	.	.	.	TRLN
774	CONSTITUENT UNIT ENTRY	R	.	t	Title	NR	.	774t	Constituent Unit Linking	.	.	.	TRLN
774	CONSTITUENT UNIT ENTRY	R	.	u	Standard Technical Report Number	NR	.	774u	Constituent Unit Linking	.	.	.	TRLN
774	CONSTITUENT UNIT ENTRY	R	.	w	Record control number	R	.	774w	Constituent Unit Linking	.	.	.	TRLN
774	CONSTITUENT UNIT ENTRY	R	.	x	International Standard Serial Number	NR	.	774x	Constituent Unit Linking	.	.	.	TRLN
774	CONSTITUENT UNIT ENTRY	R	.	x	International Standard Serial Number	NR	.	774x	Linking ISSN	.	.	.	TRLN
774	CONSTITUENT UNIT ENTRY	R	.	y	CODEN designation	NR	.	774y	Constituent Unit Linking	.	.	.	TRLN
774	CONSTITUENT UNIT ENTRY	R	.	z	International Standard Book Number	R	.	774z	Constituent Unit Linking	.	.	.	TRLN
774	CONSTITUENT UNIT ENTRY	R	.	z	International Standard Book Number	R	.	774z	Linking ISSN	.	.	.	TRLN
775	OTHER EDITION ENTRY	R	.	a	Main entry heading	NR	.	775a	Other Edition	.	.	.	TRLN
775	OTHER EDITION ENTRY	R	.	b	Edition	NR	.	775b	Other Edition	.	.	.	TRLN
775	OTHER EDITION ENTRY	R	.	d	Place, publisher, and date of publication	NR	.	775d	Other Edition	.	.	.	TRLN
775	OTHER EDITION ENTRY	R	.	g	Related parts	R	.	775g	Other Edition	.	.	.	TRLN
775	OTHER EDITION ENTRY	R	.	h	Physical description	NR	.	775h	Other Edition	.	.	.	TRLN
775	OTHER EDITION ENTRY	R	.	i	Relationship information	R	.	775i	Other Edition	.	.	.	TRLN
775	OTHER EDITION ENTRY	R	.	n	Note	R	.	775n	Other Edition	.	.	.	TRLN
775	OTHER EDITION ENTRY	R	.	t	Title	NR	.	775t	Other Edition	.	.	.	TRLN
780	PRECEDING ENTRY	R	.	a	Main entry heading	NR	.	780a	Earlier Title	.	.	.	TRLN
780	PRECEDING ENTRY	R	.	a	Main entry heading	NR	.	780a	Journal Earlier Title	.	.	LDR/07=s && 008/21=[pP]	TRLN
780	PRECEDING ENTRY	R	.	b	Edition	NR	.	780b	Earlier Title	.	.	.	TRLN
780	PRECEDING ENTRY	R	.	b	Edition	NR	.	780b	Journal Earlier Title	.	.	LDR/07=s && 008/21=[pP]	TRLN
780	PRECEDING ENTRY	R	.	c	Qualifying information	NR	.	780c	Earlier Title	.	.	.	TRLN
780	PRECEDING ENTRY	R	.	c	Qualifying information	NR	.	780c	Journal Earlier Title	.	.	LDR/07=s && 008/21=[pP]	TRLN
780	PRECEDING ENTRY	R	.	d	Place, publisher, and date of publication	NR	.	780d	Earlier Title	.	.	.	TRLN
780	PRECEDING ENTRY	R	.	d	Place, publisher, and date of publication	NR	.	780d	Journal Earlier Title	.	.	LDR/07=s && 008/21=[pP]	TRLN
780	PRECEDING ENTRY	R	.	g	Related parts	R	.	780g	Earlier Title	.	.	.	TRLN
780	PRECEDING ENTRY	R	.	g	Related parts	R	.	780g	Journal Earlier Title	.	.	LDR/07=s && 008/21=[pP]	TRLN
780	PRECEDING ENTRY	R	.	h	Physical description	NR	.	780h	Earlier Title	.	.	.	TRLN
780	PRECEDING ENTRY	R	.	h	Physical description	NR	.	780h	Journal Earlier Title	.	.	LDR/07=s && 008/21=[pP]	TRLN
780	PRECEDING ENTRY	R	.	k	Series data for related item	R	.	780k	Earlier Title	.	.	.	TRLN
780	PRECEDING ENTRY	R	.	k	Series data for related item	R	.	780k	Journal Earlier Title	.	.	LDR/07=s && 008/21=[pP]	TRLN
780	PRECEDING ENTRY	R	.	n	Note	R	.	780n	Earlier Title	.	.	.	TRLN
780	PRECEDING ENTRY	R	.	n	Note	R	.	780n	Journal Earlier Title	.	.	LDR/07=s && 008/21=[pP]	TRLN
780	PRECEDING ENTRY	R	.	s	Uniform title	NR	.	780s	Earlier Title	.	.	.	TRLN
780	PRECEDING ENTRY	R	.	s	Uniform title	NR	.	780s	Journal Earlier Title	.	.	LDR/07=s && 008/21=[pP]	TRLN
780	PRECEDING ENTRY	R	.	t	Title	NR	.	780t	Earlier Title	.	.	.	TRLN
780	PRECEDING ENTRY	R	.	t	Title	NR	.	780t	Journal Earlier Title	.	.	LDR/07=s && 008/21=[pP]	TRLN
780	PRECEDING ENTRY	R	.	x	International Standard Serial Number	NR	.	780x	Earlier Title	.	.	.	TRLN
780	PRECEDING ENTRY	R	.	x	International Standard Serial Number	NR	.	780x	Linking ISSN	.	.	.	TRLN
780	PRECEDING ENTRY	R	.	x	International Standard Serial Number	NR	.	780x	Journal Earlier Title	.	.	LDR/07=s && 008/21=[pP]	TRLN
780	PRECEDING ENTRY	R	.	z	International Standard Book Number	R	.	780z	Earlier Title	.	.	.	TRLN
780	PRECEDING ENTRY	R	.	z	International Standard Book Number	R	.	780z	Linking ISSN	.	.	.	TRLN
780	PRECEDING ENTRY	R	.	z	International Standard Book Number	R	.	780z	Journal Earlier Title	.	.	LDR/07=s && 008/21=[pP]	TRLN
785	SUCCEEDING ENTRY	R	.	a	Main entry heading	NR	.	785a	Later Title	.	.	.	TRLN
785	SUCCEEDING ENTRY	R	.	a	Main entry heading	NR	.	785a	Journal Later Title	.	.	LDR/07=s && 008/21=[pP]	TRLN
785	SUCCEEDING ENTRY	R	.	b	Edition	NR	.	785b	Later Title	.	.	.	TRLN
785	SUCCEEDING ENTRY	R	.	b	Edition	NR	.	785b	Journal Later Title	.	.	LDR/07=s && 008/21=[pP]	TRLN
785	SUCCEEDING ENTRY	R	.	c	Qualifying information	NR	.	785c	Later Title	.	.	.	TRLN
785	SUCCEEDING ENTRY	R	.	c	Qualifying information	NR	.	785c	Journal Later Title	.	.	LDR/07=s && 008/21=[pP]	TRLN
785	SUCCEEDING ENTRY	R	.	d	Place, publisher, and date of publication	NR	.	785d	Later Title	.	.	.	TRLN
785	SUCCEEDING ENTRY	R	.	d	Place, publisher, and date of publication	NR	.	785d	Journal Later Title	.	.	LDR/07=s && 008/21=[pP]	TRLN
785	SUCCEEDING ENTRY	R	.	g	Related parts	R	.	785g	Later Title	.	.	.	TRLN
785	SUCCEEDING ENTRY	R	.	g	Related parts	R	.	785g	Journal Later Title	.	.	LDR/07=s && 008/21=[pP]	TRLN
785	SUCCEEDING ENTRY	R	.	h	Physical description	NR	.	785h	Later Title	.	.	.	TRLN
785	SUCCEEDING ENTRY	R	.	h	Physical description	NR	.	785h	Journal Later Title	.	.	LDR/07=s && 008/21=[pP]	TRLN
785	SUCCEEDING ENTRY	R	.	i	Relationship information	R	.	785i	Later Title	.	.	.	TRLN
785	SUCCEEDING ENTRY	R	.	i	Relationship information	R	.	785i	Journal Later Title	.	.	LDR/07=s && 008/21=[pP]	TRLN
785	SUCCEEDING ENTRY	R	.	k	Series data for related item	R	.	785k	Later Title	.	.	.	TRLN
785	SUCCEEDING ENTRY	R	.	k	Series data for related item	R	.	785k	Journal Later Title	.	.	LDR/07=s && 008/21=[pP]	TRLN
785	SUCCEEDING ENTRY	R	.	m	Material-specific details	NR	.	785m	Later Title	.	.	.	TRLN
785	SUCCEEDING ENTRY	R	.	m	Material-specific details	NR	.	785m	Journal Later Title	.	.	LDR/07=s && 008/21=[pP]	TRLN
785	SUCCEEDING ENTRY	R	.	n	Note	R	.	785n	Later Title	.	.	.	TRLN
785	SUCCEEDING ENTRY	R	.	n	Note	R	.	785n	Journal Later Title	.	.	LDR/07=s && 008/21=[pP]	TRLN
785	SUCCEEDING ENTRY	R	.	s	Uniform title	NR	.	785s	Later Title	.	.	.	TRLN
785	SUCCEEDING ENTRY	R	.	s	Uniform title	NR	.	785s	Journal Later Title	.	.	LDR/07=s && 008/21=[pP]	TRLN
785	SUCCEEDING ENTRY	R	.	t	Title	NR	.	785t	Later Title	.	.	.	TRLN
785	SUCCEEDING ENTRY	R	.	t	Title	NR	.	785t	Journal Later Title	.	.	LDR/07=s && 008/21=[pP]	TRLN
785	SUCCEEDING ENTRY	R	.	x	International Standard Serial Number	NR	.	785x	Later Title	.	.	.	TRLN
785	SUCCEEDING ENTRY	R	.	x	International Standard Serial Number	NR	.	785x	Linking ISSN	.	.	.	TRLN
785	SUCCEEDING ENTRY	R	.	x	International Standard Serial Number	NR	.	785x	Journal Later Title	.	.	LDR/07=s && 008/21=[pP]	TRLN
785	SUCCEEDING ENTRY	R	.	z	International Standard Book Number	R	.	785z	Later Title	.	.	.	TRLN
785	SUCCEEDING ENTRY	R	.	z	International Standard Book Number	R	.	785z	Linking ISSN	.	.	.	TRLN
785	SUCCEEDING ENTRY	R	.	z	International Standard Book Number	R	.	785z	Journal Later Title	.	.	LDR/07=s && 008/21=[pP]	TRLN
800	SERIES ADDED ENTRY--PERSONAL NAME	R	.	a	Personal name	NR	.	800a	Author	.	.	.	TRLN
800	SERIES ADDED ENTRY--PERSONAL NAME	R	.	a	Personal name	NR	.	800a	Series	.	.	.	TRLN
800	SERIES ADDED ENTRY--PERSONAL NAME	R	.	b	Numeration	NR	.	800b	Author	.	.	.	TRLN
800	SERIES ADDED ENTRY--PERSONAL NAME	R	.	b	Numeration	NR	.	800b	Series	.	.	.	TRLN
800	SERIES ADDED ENTRY--PERSONAL NAME	R	.	c	Titles and other words associated with a name	R	.	800c	Author	.	.	.	TRLN
800	SERIES ADDED ENTRY--PERSONAL NAME	R	.	c	Titles and other words associated with a name	R	.	800c	Series	.	.	.	TRLN
800	SERIES ADDED ENTRY--PERSONAL NAME	R	.	d	Dates associated with a name	NR	.	800d	Author	.	.	.	TRLN
800	SERIES ADDED ENTRY--PERSONAL NAME	R	.	d	Dates associated with a name	NR	.	800d	Series	.	.	.	TRLN
800	SERIES ADDED ENTRY--PERSONAL NAME	R	.	e	Relator term	R	.	800e	Author	.	.	.	TRLN
800	SERIES ADDED ENTRY--PERSONAL NAME	R	.	e	Relator term	R	.	800e	Series	.	.	.	TRLN
800	SERIES ADDED ENTRY--PERSONAL NAME	R	.	f	Date of a work	NR	.	800f	Series	.	.	.	TRLN
800	SERIES ADDED ENTRY--PERSONAL NAME	R	.	f	Date of a work	NR	.	800f	Series Title Index	.	.	.	TRLN
800	SERIES ADDED ENTRY--PERSONAL NAME	R	.	g	Miscellaneous information	R	.	800g	Author	.	.	.	TRLN
800	SERIES ADDED ENTRY--PERSONAL NAME	R	.	h	Medium	NR	.	800h	Series	.	.	.	TRLN
800	SERIES ADDED ENTRY--PERSONAL NAME	R	.	k	Form subheading	R	.	800k	Series	.	.	.	TRLN
800	SERIES ADDED ENTRY--PERSONAL NAME	R	.	k	Form subheading	R	.	800k	Series Title Index	.	.	.	TRLN
800	SERIES ADDED ENTRY--PERSONAL NAME	R	.	l	Language of a work	NR	.	800l	Series	.	.	.	TRLN
800	SERIES ADDED ENTRY--PERSONAL NAME	R	.	l	Language of a work	NR	.	800l	Series Title Index	.	.	.	TRLN
800	SERIES ADDED ENTRY--PERSONAL NAME	R	.	m	Medium of performance for music	R	.	800m	Series	.	.	.	TRLN
800	SERIES ADDED ENTRY--PERSONAL NAME	R	.	n	Number of part/section of a work 	R	.	800n	Series	.	.	.	TRLN
800	SERIES ADDED ENTRY--PERSONAL NAME	R	.	n	Number of part/section of a work 	R	.	800n	Series Title Index	.	.	.	TRLN
800	SERIES ADDED ENTRY--PERSONAL NAME	R	.	o	Arranged statement for music	NR	.	800o	Series	.	.	.	TRLN
800	SERIES ADDED ENTRY--PERSONAL NAME	R	.	p	Name of part/section of a work	R	.	800p	Series	.	.	.	TRLN
800	SERIES ADDED ENTRY--PERSONAL NAME	R	.	p	Name of part/section of a work	R	.	800p	Series Title Index	.	.	.	TRLN
800	SERIES ADDED ENTRY--PERSONAL NAME	R	.	q	Fuller form of name	NR	.	800q	Author	.	.	.	TRLN
800	SERIES ADDED ENTRY--PERSONAL NAME	R	.	q	Fuller form of name	NR	.	800q	Series	.	.	.	TRLN
800	SERIES ADDED ENTRY--PERSONAL NAME	R	.	r	Key for music	NR	.	800r	Series	.	.	.	TRLN
800	SERIES ADDED ENTRY--PERSONAL NAME	R	.	s	Version	NR	.	800s	Series	.	.	.	TRLN
800	SERIES ADDED ENTRY--PERSONAL NAME	R	.	t	Title of a work	NR	.	800t	Series	.	.	.	TRLN
800	SERIES ADDED ENTRY--PERSONAL NAME	R	.	t	Title of a work	NR	.	800t	Series Title Index	.	.	.	TRLN
800	SERIES ADDED ENTRY--PERSONAL NAME	R	.	v	Volume/sequential designation 	NR	.	800v	Series	.	.	.	TRLN
810	SERIES ADDED ENTRY--CORPORATE NAME	R	.	a	Corporate name or jurisdiction name as entry element	NR	.	810a	Author	.	.	.	TRLN
810	SERIES ADDED ENTRY--CORPORATE NAME	R	.	a	Corporate name or jurisdiction name as entry element	NR	.	810a	Series	.	.	.	TRLN
810	SERIES ADDED ENTRY--CORPORATE NAME	R	.	b	Subordinate unit	R	.	810b	Author	.	.	.	TRLN
810	SERIES ADDED ENTRY--CORPORATE NAME	R	.	b	Subordinate unit	R	.	810b	Series	.	.	.	TRLN
810	SERIES ADDED ENTRY--CORPORATE NAME	R	.	c	Location of meeting	R	.	810c	Series	.	.	.	TRLN
810	SERIES ADDED ENTRY--CORPORATE NAME	R	.	d	Date of meeting or treaty signing	R	.	810d	Series	.	.	.	TRLN
810	SERIES ADDED ENTRY--CORPORATE NAME	R	.	e	Relator term	R	.	810e	Series	.	.	.	TRLN
810	SERIES ADDED ENTRY--CORPORATE NAME	R	.	f	Date of a work	NR	.	810f	Series	.	.	.	TRLN
810	SERIES ADDED ENTRY--CORPORATE NAME	R	.	h	Medium	NR	.	810h	Series	.	.	.	TRLN
810	SERIES ADDED ENTRY--CORPORATE NAME	R	.	k	Form subheading	R	.	810k	Series	.	.	.	TRLN
810	SERIES ADDED ENTRY--CORPORATE NAME	R	.	l	Language of a work	NR	.	810l	Series	.	.	.	TRLN
810	SERIES ADDED ENTRY--CORPORATE NAME	R	.	l	Language of a work	NR	.	810l	Series Title Index	.	.	.	TRLN
810	SERIES ADDED ENTRY--CORPORATE NAME	R	.	m	Medium of performance for music	R	.	810m	Series	.	.	.	TRLN
810	SERIES ADDED ENTRY--CORPORATE NAME	R	.	m	Medium of performance for music	R	.	810m	Series Title Index	.	.	.	TRLN
810	SERIES ADDED ENTRY--CORPORATE NAME	R	.	n	Number of part/section/meeting	R	.	810n	Series	.	.	.	TRLN
810	SERIES ADDED ENTRY--CORPORATE NAME	R	.	n	Number of part/section/meeting	R	.	810n	Series Title Index	.	.	.	TRLN
810	SERIES ADDED ENTRY--CORPORATE NAME	R	.	o	Arranged statement for music	NR	.	810o	Series	.	.	.	TRLN
810	SERIES ADDED ENTRY--CORPORATE NAME	R	.	o	Arranged statement for music	NR	.	810o	Series Title Index	.	.	.	TRLN
810	SERIES ADDED ENTRY--CORPORATE NAME	R	.	p	Name of part/section of a work	R	.	810p	Series	.	.	.	TRLN
810	SERIES ADDED ENTRY--CORPORATE NAME	R	.	p	Name of part/section of a work	R	.	810p	Series Title Index	.	.	.	TRLN
810	SERIES ADDED ENTRY--CORPORATE NAME	R	.	r	Key for music	NR	.	810r	Series	.	.	.	TRLN
810	SERIES ADDED ENTRY--CORPORATE NAME	R	.	r	Key for music	NR	.	810r	Series Title Index	.	.	.	TRLN
810	SERIES ADDED ENTRY--CORPORATE NAME	R	.	s	Version	NR	.	810s	Series	.	.	.	TRLN
810	SERIES ADDED ENTRY--CORPORATE NAME	R	.	s	Version	NR	.	810s	Series Title Index	.	.	.	TRLN
810	SERIES ADDED ENTRY--CORPORATE NAME	R	.	t	Title of a work	NR	.	810t	Series	.	.	.	TRLN
810	SERIES ADDED ENTRY--CORPORATE NAME	R	.	t	Title of a work	NR	.	810t	Series Title Index	.	.	.	TRLN
810	SERIES ADDED ENTRY--CORPORATE NAME	R	.	v	Volume/sequential designation	NR	.	810v	Series	.	.	.	TRLN
811	SERIES ADDED ENTRY--MEETING NAME	R	.	a	Meeting name or jurisdiction name as entry element	NR	.	811a	Author	.	.	.	TRLN
811	SERIES ADDED ENTRY--MEETING NAME	R	.	a	Meeting name or jurisdiction name as entry element	NR	.	811a	Series	.	.	.	TRLN
811	SERIES ADDED ENTRY--MEETING NAME	R	.	c	Location of meeting	R	.	811c	Author	.	.	.	TRLN
811	SERIES ADDED ENTRY--MEETING NAME	R	.	c	Location of meeting	R	.	811c	Series	.	.	.	TRLN
811	SERIES ADDED ENTRY--MEETING NAME	R	.	d	Date of meeting	NR	.	811d	Author	.	.	.	TRLN
811	SERIES ADDED ENTRY--MEETING NAME	R	.	d	Date of meeting	NR	.	811d	Series	.	.	.	TRLN
811	SERIES ADDED ENTRY--MEETING NAME	R	.	e	Subordinate unit	R	.	811e	Series	.	.	.	TRLN
811	SERIES ADDED ENTRY--MEETING NAME	R	.	f	Date of a work	NR	.	811f	Series	.	.	.	TRLN
811	SERIES ADDED ENTRY--MEETING NAME	R	.	h	Medium	NR	.	811h	Series	.	.	.	TRLN
811	SERIES ADDED ENTRY--MEETING NAME	R	.	k	Form subheading	R	.	811k	Series	.	.	.	TRLN
811	SERIES ADDED ENTRY--MEETING NAME	R	.	l	Language of a work	NR	.	811l	Series	.	.	.	TRLN
811	SERIES ADDED ENTRY--MEETING NAME	R	.	l	Language of a work	NR	.	811l	Series Title Index	.	.	.	TRLN
811	SERIES ADDED ENTRY--MEETING NAME	R	.	n	Number of part/section/meeting	R	.	811n	Series	.	.	.	TRLN
811	SERIES ADDED ENTRY--MEETING NAME	R	.	n	Number of part/section/meeting	R	.	811n	Series Title Index	.	.	.	TRLN
811	SERIES ADDED ENTRY--MEETING NAME	R	.	p	Name of part/section of a work	R	.	811p	Series	.	.	.	TRLN
811	SERIES ADDED ENTRY--MEETING NAME	R	.	p	Name of part/section of a work	R	.	811p	Series Title Index	.	.	.	TRLN
811	SERIES ADDED ENTRY--MEETING NAME	R	.	q	Name of meeting following jurisdiction name entry element	NR	.	811q	Series	.	.	.	TRLN
811	SERIES ADDED ENTRY--MEETING NAME	R	.	s	Version	NR	.	811s	Series	.	.	.	TRLN
811	SERIES ADDED ENTRY--MEETING NAME	R	.	s	Version	NR	.	811s	Series Title Index	.	.	.	TRLN
811	SERIES ADDED ENTRY--MEETING NAME	R	.	t	Title of a work	NR	.	811t	Series	.	.	.	TRLN
811	SERIES ADDED ENTRY--MEETING NAME	R	.	t	Title of a work	NR	.	811t	Series Title Index	.	.	.	TRLN
811	SERIES ADDED ENTRY--MEETING NAME	R	.	v	Volume/sequential designation	NR	.	811v	Series	.	.	.	TRLN
830	SERIES ADDED ENTRY--UNIFORM TITLE	R	.	a	Uniform title	NR	.	830a	Series	.	.	.	TRLN
830	SERIES ADDED ENTRY--UNIFORM TITLE	R	.	a	Uniform title	NR	.	830a	Series Title Index	.	.	.	TRLN
830	SERIES ADDED ENTRY--UNIFORM TITLE	R	.	d	Date of treaty signing	R	.	830d	Series	.	.	.	TRLN
830	SERIES ADDED ENTRY--UNIFORM TITLE	R	.	f	Date of a work	NR	.	830f	Series	.	.	.	TRLN
830	SERIES ADDED ENTRY--UNIFORM TITLE	R	.	g	Miscellaneous information	R	.	830g	Series	.	.	.	TRLN
830	SERIES ADDED ENTRY--UNIFORM TITLE	R	.	h	Medium	NR	.	830h	Series	.	.	.	TRLN
830	SERIES ADDED ENTRY--UNIFORM TITLE	R	.	h	Medium	NR	.	830h	Series Title Index	.	.	.	TRLN
830	SERIES ADDED ENTRY--UNIFORM TITLE	R	.	k	Form subheading	R	.	830k	Series	.	.	.	TRLN
830	SERIES ADDED ENTRY--UNIFORM TITLE	R	.	l	Language of a work	NR	.	830l	Series	.	.	.	TRLN
830	SERIES ADDED ENTRY--UNIFORM TITLE	R	.	m	Medium of performance for music	R	.	830m	Series	.	.	.	TRLN
830	SERIES ADDED ENTRY--UNIFORM TITLE	R	.	n	Number of part/section of a work	R	.	830n	Series	.	.	.	TRLN
830	SERIES ADDED ENTRY--UNIFORM TITLE	R	.	n	Number of part/section of a work	R	.	830n	Series Title Index	.	.	.	TRLN
830	SERIES ADDED ENTRY--UNIFORM TITLE	R	.	o	Arranged statement for music	NR	.	830o	Series	.	.	.	TRLN
830	SERIES ADDED ENTRY--UNIFORM TITLE	R	.	p	Name of part/section of a work	R	.	830p	Series	.	.	.	TRLN
830	SERIES ADDED ENTRY--UNIFORM TITLE	R	.	p	Name of part/section of a work	R	.	830p	Series Title Index	.	.	.	TRLN
830	SERIES ADDED ENTRY--UNIFORM TITLE	R	.	r	Key for music	NR	.	830r	Series	.	.	.	TRLN
830	SERIES ADDED ENTRY--UNIFORM TITLE	R	.	s	Version	NR	.	830s	Series	.	.	.	TRLN
830	SERIES ADDED ENTRY--UNIFORM TITLE	R	.	v	Volume/sequential designation	NR	.	830v	Series	.	.	.	TRLN
830	SERIES ADDED ENTRY--UNIFORM TITLE	R	.	v	Volume/sequential designation	NR	.	830v	Series Title Index	.	.	.	TRLN
856	ELECTRONIC LOCATION AND ACCESS	R	.	u	Uniform Resource Identifier	R	.	856u	Primary URL	.	[b01]	.	TRLN
856	ELECTRONIC LOCATION AND ACCESS	R	.	u	Uniform Resource Identifier	R	.	856u	Secondary URL	.	[28]	.	TRLN
856	ELECTRONIC LOCATION AND ACCESS	R	.	u	Uniform Resource Identifier	R	.	856u	Finding Aid URL	.	[b012]	3=Finding aid	TRLN
856	ELECTRONIC LOCATION AND ACCESS	R	.	y	Link text	R	.	856y	Primary URL	.	[b01]	.	TRLN
856	ELECTRONIC LOCATION AND ACCESS	R	.	y	Link text	R	.	856y	Secondary URL	.	[28]	.	TRLN
856	ELECTRONIC LOCATION AND ACCESS	R	.	y	Link text	R	.	856y	Finding Aid URL	.	[b012]	3=Finding aid	TRLN
856	ELECTRONIC LOCATION AND ACCESS	R	.	z	Public note	R	.	856z	Primary URL	.	[b01]	.	TRLN
856	ELECTRONIC LOCATION AND ACCESS	R	.	z	Public note	R	.	856z	Secondary URL	.	[28]	.	TRLN
856	ELECTRONIC LOCATION AND ACCESS	R	.	z	Public note	R	.	856z	Finding Aid URL	.	[b012]	3=Finding aid	TRLN
856	ELECTRONIC LOCATION AND ACCESS	R	.	3	Materials specified	NR	.	8563	Primary URL	.	[b01]	.	TRLN
856	ELECTRONIC LOCATION AND ACCESS	R	.	3	Materials specified	NR	.	8563	Secondary URL	.	[28]	.	TRLN
856	ELECTRONIC LOCATION AND ACCESS	R	.	3	Materials specified	NR	.	8563	Finding Aid URL	.	[b012]	3=Finding aid	TRLN
