MARC tag	Field name	Field repeatability	Field note	Subfield delimiter	Subfield name	Subfield repeatability	Subfield note
552	ENTITY AND ATTRIBUTE INFORMATION NOTE	R	.	f	Enumerated domain value definition and source	R	.
552	ENTITY AND ATTRIBUTE INFORMATION NOTE	R	.	g	Range domain minimum and maximum	NR	.
552	ENTITY AND ATTRIBUTE INFORMATION NOTE	R	.	h	Codeset name and source	NR	.
552	ENTITY AND ATTRIBUTE INFORMATION NOTE	R	.	i	Unrepresentable domain	NR	.
552	ENTITY AND ATTRIBUTE INFORMATION NOTE	R	.	j	Attribute units of measurement and resolution	NR	.
552	ENTITY AND ATTRIBUTE INFORMATION NOTE	R	.	k	Beginning date and ending date of attribute values	NR	.
552	ENTITY AND ATTRIBUTE INFORMATION NOTE	R	.	l	Attribute value accuracy	NR	.
552	ENTITY AND ATTRIBUTE INFORMATION NOTE	R	.	m	Attribute value accuracy explanation	NR	.
552	ENTITY AND ATTRIBUTE INFORMATION NOTE	R	.	n	Attribute measurement frequency	NR	.
552	ENTITY AND ATTRIBUTE INFORMATION NOTE	R	.	o	Entity and attribute overview	R	.
552	ENTITY AND ATTRIBUTE INFORMATION NOTE	R	.	p	Entity and attribute detail citation	R	.
552	ENTITY AND ATTRIBUTE INFORMATION NOTE	R	.	u	Uniform Resource Identifier	R	.
552	ENTITY AND ATTRIBUTE INFORMATION NOTE	R	.	z	Display note	R	.
552	ENTITY AND ATTRIBUTE INFORMATION NOTE	R	.	6	Linkage	NR	.
552	ENTITY AND ATTRIBUTE INFORMATION NOTE	R	.	8	Field link and sequence number	R	.
555	CUMULATIVE INDEX/FINDING AIDS NOTE	R	.	a	Cumulative index/finding aids note	NR	.
555	CUMULATIVE INDEX/FINDING AIDS NOTE	R	.	b	Availability source	R	.
555	CUMULATIVE INDEX/FINDING AIDS NOTE	R	.	c	Degree of control	NR	.
555	CUMULATIVE INDEX/FINDING AIDS NOTE	R	.	d	Bibliographic reference	NR	.
555	CUMULATIVE INDEX/FINDING AIDS NOTE	R	.	u	Uniform Resource Identifier	R	.
555	CUMULATIVE INDEX/FINDING AIDS NOTE	R	.	3	Materials specified	NR	.
555	CUMULATIVE INDEX/FINDING AIDS NOTE	R	.	6	Linkage	NR	.
555	CUMULATIVE INDEX/FINDING AIDS NOTE	R	.	8	Field link and sequence number	R	.
556	INFORMATION ABOUT DOCUMENTATION NOTE	R	.	a	Information about documentation note	NR	.
556	INFORMATION ABOUT DOCUMENTATION NOTE	R	.	z	International Standard Book Number	R	.
556	INFORMATION ABOUT DOCUMENTATION NOTE	R	.	6	Linkage	NR	.
556	INFORMATION ABOUT DOCUMENTATION NOTE	R	.	8	Field link and sequence number	R	.
561	OWNERSHIP AND CUSTODIAL HISTORY	R	.	a	History	NR	.
561	OWNERSHIP AND CUSTODIAL HISTORY	R	.	b	Time of collation	NR	[OBSOLETE]
561	OWNERSHIP AND CUSTODIAL HISTORY	R	.	u	Uniform Resource Identifier	R	.
561	OWNERSHIP AND CUSTODIAL HISTORY	R	.	3	Materials specified	NR	.
561	OWNERSHIP AND CUSTODIAL HISTORY	R	.	5	Institution to which field applies	NR	.
561	OWNERSHIP AND CUSTODIAL HISTORY	R	.	6	Linkage	NR	.
561	OWNERSHIP AND CUSTODIAL HISTORY	R	.	8	Field link and sequence number	R	.
562	COPY AND VERSION IDENTIFICATION NOTE	R	.	a	Identifying markings	R	.
562	COPY AND VERSION IDENTIFICATION NOTE	R	.	b	Copy identification	R	.
562	COPY AND VERSION IDENTIFICATION NOTE	R	.	c	Version identification	R	.
562	COPY AND VERSION IDENTIFICATION NOTE	R	.	d	Presentation format	R	.
562	COPY AND VERSION IDENTIFICATION NOTE	R	.	e	Number of copies	R	.
562	COPY AND VERSION IDENTIFICATION NOTE	R	.	3	Materials specified	NR	.
562	COPY AND VERSION IDENTIFICATION NOTE	R	.	5	Institution to which field applies	NR	.
562	COPY AND VERSION IDENTIFICATION NOTE	R	.	6	Linkage	NR	.
562	COPY AND VERSION IDENTIFICATION NOTE	R	.	8	Field link and sequence number	R	.
563	BINDING INFORMATION	R	.	a	Binding note	NR	.
563	BINDING INFORMATION	R	.	u	Uniform Resource Identifier	R	.
563	BINDING INFORMATION	R	.	3	Materials specified	NR	.
563	BINDING INFORMATION	R	.	5	Institution to which field applies	NR	.
563	BINDING INFORMATION	R	.	6	Linkage	NR	.
563	BINDING INFORMATION	R	.	8	Field link and sequence number	R	.
565	CASE FILE CHARACTERISTICS NOTE	R	.	a	Number of cases/variables	NR	.
565	CASE FILE CHARACTERISTICS NOTE	R	.	b	Name of variable	R	.
565	CASE FILE CHARACTERISTICS NOTE	R	.	c	Unit of analysis	R	.
565	CASE FILE CHARACTERISTICS NOTE	R	.	d	Universe of data	R	.
565	CASE FILE CHARACTERISTICS NOTE	R	.	e	Filing scheme or code	R	.
565	CASE FILE CHARACTERISTICS NOTE	R	.	3	Materials specified	NR	.
565	CASE FILE CHARACTERISTICS NOTE	R	.	6	Linkage	NR	.
565	CASE FILE CHARACTERISTICS NOTE	R	.	8	Field link and sequence number	R	.
567	METHODOLOGY NOTE	R	.	a	Methodology note	NR	.
567	METHODOLOGY NOTE	R	.	b	Controlled term	R	.
567	METHODOLOGY NOTE	R	.	0	Authority record control number or standard number	R	.
567	METHODOLOGY NOTE	R	.	1	Real World Object URI	R	.
567	METHODOLOGY NOTE	R	.	2	Source of term	NR	.
567	METHODOLOGY NOTE	R	.	6	Linkage	NR	.
567	METHODOLOGY NOTE	R	.	8	Field link and sequence number	R	.
570	EDITOR NOTE	R	[OBSOLETE]	a	Editor note	NR	.
570	EDITOR NOTE	R	[OBSOLETE]	z	Source of note information	NR	.
570	EDITOR NOTE	R	[OBSOLETE]	6	Linkage	NR	.
580	LINKING ENTRY COMPLEXITY NOTE	R	.	a	Linking entry complexity note	NR	.
580	LINKING ENTRY COMPLEXITY NOTE	R	.	z	Source of note information	NR	[OBSOLETE]
580	LINKING ENTRY COMPLEXITY NOTE	R	.	6	Linkage	NR	.
580	LINKING ENTRY COMPLEXITY NOTE	R	.	8	Field link and sequence number	R	.
581	PUBLICATIONS ABOUT DESCRIBED MATERIALS NOTE	R	.	a	Publications about described materials note	NR	.
581	PUBLICATIONS ABOUT DESCRIBED MATERIALS NOTE	R	.	z	International Standard Book Number	R	.
581	PUBLICATIONS ABOUT DESCRIBED MATERIALS NOTE	R	.	3	Materials specified	NR	.
581	PUBLICATIONS ABOUT DESCRIBED MATERIALS NOTE	R	.	6	Linkage	NR	.
581	PUBLICATIONS ABOUT DESCRIBED MATERIALS NOTE	R	.	8	Field link and sequence number	R	.
582	RELATED COMPUTER FILES NOTE	R	[OBSOLETE]	a	Related computer files note	NR	.
582	RELATED COMPUTER FILES NOTE	R	[OBSOLETE]	6	Linkage	NR	.
583	ACTION NOTE	R	.	a	Action	NR	.
583	ACTION NOTE	R	.	b	Action identification	R	.
583	ACTION NOTE	R	.	c	Time/date of action	R	.
583	ACTION NOTE	R	.	d	Action interval	R	.
583	ACTION NOTE	R	.	e	Contingency for action	R	.
583	ACTION NOTE	R	.	f	Authorization	R	.
583	ACTION NOTE	R	.	h	Jurisdiction	R	.
583	ACTION NOTE	R	.	i	Method of action	R	.
583	ACTION NOTE	R	.	j	Site of action	R	.
583	ACTION NOTE	R	.	k	Action agent	R	.
583	ACTION NOTE	R	.	l	Status	R	.
583	ACTION NOTE	R	.	n	Extent	R	.
583	ACTION NOTE	R	.	o	Type of unit	R	.
583	ACTION NOTE	R	.	u	Uniform Resource Identifier	R	.
583	ACTION NOTE	R	.	x	Nonpublic note	R	.
583	ACTION NOTE	R	.	z	Public note	R	.
583	ACTION NOTE	R	.	2	Source of term	NR	.
583	ACTION NOTE	R	.	3	Materials specified	NR	.
583	ACTION NOTE	R	.	5	Institution to which field applies	NR	.
583	ACTION NOTE	R	.	6	Linkage	NR	.
583	ACTION NOTE	R	.	8	Field link and sequence number	R	.
584	ACCUMULATION AND FREQUENCY OF USE NOTE	R	.	a	Accumulation	R	.
584	ACCUMULATION AND FREQUENCY OF USE NOTE	R	.	b	Frequency of use	R	.
584	ACCUMULATION AND FREQUENCY OF USE NOTE	R	.	3	Materials specified	NR	.
584	ACCUMULATION AND FREQUENCY OF USE NOTE	R	.	5	Institution to which field applies	NR	.
584	ACCUMULATION AND FREQUENCY OF USE NOTE	R	.	6	Linkage	NR	.
584	ACCUMULATION AND FREQUENCY OF USE NOTE	R	.	8	Field link and sequence number	R	.
585	EXHIBITIONS NOTE	R	.	a	Exhibitions note	NR	.
585	EXHIBITIONS NOTE	R	.	3	Materials specified	NR	.
585	EXHIBITIONS NOTE	R	.	5	Institution to which field applies	NR	.
585	EXHIBITIONS NOTE	R	.	6	Linkage	NR	.
585	EXHIBITIONS NOTE	R	.	8	Field link and sequence number	R	.
586	AWARDS NOTE	R	.	a	Awards note	NR	.
586	AWARDS NOTE	R	.	3	Materials specified	NR	.
586	AWARDS NOTE	R	.	6	Linkage	NR	.
586	AWARDS NOTE	R	.	8	Field link and sequence number	R	.
588	SOURCE OF DESCRIPTION NOTE	R	.	a	Source of description note	NR	.
588	SOURCE OF DESCRIPTION NOTE	R	.	5	Institution to which field applies	NR	.
588	SOURCE OF DESCRIPTION NOTE	R	.	6	Linkage	NR	.
588	SOURCE OF DESCRIPTION NOTE	R	.	8	Field link and sequence number	R	.
590	LOCAL NOTE	.	[OBSOLETE]	a	Local note	NR	.
590	RECEIPT DATE NOTE	.	[OBSOLETE]	a	Receipt date	NR	.
590	RECEIPT DATE NOTE	.	[OBSOLETE]	b	Provenance	NR	.
590	RECEIPT DATE NOTE	.	[OBSOLETE]	d	Condition of individual reels	NR	.
590	RECEIPT DATE NOTE	.	[OBSOLETE]	d	Origin of safety copy	NR	.
600	SUBJECT ADDED ENTRY--PERSONAL NAME	R	.	a	Personal name	NR	.
600	SUBJECT ADDED ENTRY--PERSONAL NAME	R	.	b	Numeration	NR	.
600	SUBJECT ADDED ENTRY--PERSONAL NAME	R	.	c	Titles and other words associated with a name	R	.
600	SUBJECT ADDED ENTRY--PERSONAL NAME	R	.	d	Dates associated with a name	NR	.
600	SUBJECT ADDED ENTRY--PERSONAL NAME	R	.	e	Relator term	R	.
600	SUBJECT ADDED ENTRY--PERSONAL NAME	R	.	f	Date of a work	NR	.
600	SUBJECT ADDED ENTRY--PERSONAL NAME	R	.	g	Miscellaneous information	R	.
600	SUBJECT ADDED ENTRY--PERSONAL NAME	R	.	h	Medium	NR	.
600	SUBJECT ADDED ENTRY--PERSONAL NAME	R	.	j	Attribution qualifier	R	.
600	SUBJECT ADDED ENTRY--PERSONAL NAME	R	.	k	Form subheading	R	.
600	SUBJECT ADDED ENTRY--PERSONAL NAME	R	.	l	Language of a work	NR	.
600	SUBJECT ADDED ENTRY--PERSONAL NAME	R	.	m	Medium of performance for music	R	.
600	SUBJECT ADDED ENTRY--PERSONAL NAME	R	.	n	Number of part/section of a work	R	.
600	SUBJECT ADDED ENTRY--PERSONAL NAME	R	.	o	Arranged statement for music	NR	.
600	SUBJECT ADDED ENTRY--PERSONAL NAME	R	.	p	Name of part/section of a work	R	.
600	SUBJECT ADDED ENTRY--PERSONAL NAME	R	.	q	Fuller form of name	NR	.
600	SUBJECT ADDED ENTRY--PERSONAL NAME	R	.	r	Key for music	NR	.
600	SUBJECT ADDED ENTRY--PERSONAL NAME	R	.	s	Version	R	.
600	SUBJECT ADDED ENTRY--PERSONAL NAME	R	.	t	Title of a work	NR	.
600	SUBJECT ADDED ENTRY--PERSONAL NAME	R	.	u	Affiliation	NR	.
600	SUBJECT ADDED ENTRY--PERSONAL NAME	R	.	v	Form subdivision	R	.
600	SUBJECT ADDED ENTRY--PERSONAL NAME	R	.	x	General subdivision	R	.
600	SUBJECT ADDED ENTRY--PERSONAL NAME	R	.	y	Chronological subdivision	R	.
600	SUBJECT ADDED ENTRY--PERSONAL NAME	R	.	z	Geographic subdivision	R	.
600	SUBJECT ADDED ENTRY--PERSONAL NAME	R	.	0	Authority record control number or standard number	R	.
600	SUBJECT ADDED ENTRY--PERSONAL NAME	R	.	1	Real World Object URI	R	.
600	SUBJECT ADDED ENTRY--PERSONAL NAME	R	.	2	Source of heading or term	NR	.
600	SUBJECT ADDED ENTRY--PERSONAL NAME	R	.	3	Materials specified	NR	.
600	SUBJECT ADDED ENTRY--PERSONAL NAME	R	.	4	Relationship	R	.
600	SUBJECT ADDED ENTRY--PERSONAL NAME	R	.	6	Linkage	NR	.
600	SUBJECT ADDED ENTRY--PERSONAL NAME	R	.	8	Field link and sequence number	R	.
610	SUBJECT ADDED ENTRY--CORPORATE NAME	R	.	a	Corporate name or jurisdiction name as entry element	NR	.
610	SUBJECT ADDED ENTRY--CORPORATE NAME	R	.	b	Subordinate unit	R	.
610	SUBJECT ADDED ENTRY--CORPORATE NAME	R	.	c	Location of meeting	R	.
610	SUBJECT ADDED ENTRY--CORPORATE NAME	R	.	d	Date of meeting or treaty signing	R	.
610	SUBJECT ADDED ENTRY--CORPORATE NAME	R	.	e	Relator term	R	.
610	SUBJECT ADDED ENTRY--CORPORATE NAME	R	.	f	Date of a work	NR	.
610	SUBJECT ADDED ENTRY--CORPORATE NAME	R	.	g	Miscellaneous information	R	.
610	SUBJECT ADDED ENTRY--CORPORATE NAME	R	.	h	Medium	NR	.
610	SUBJECT ADDED ENTRY--CORPORATE NAME	R	.	k	Form subheading	R	.
610	SUBJECT ADDED ENTRY--CORPORATE NAME	R	.	l	Language of a work	NR	.
610	SUBJECT ADDED ENTRY--CORPORATE NAME	R	.	m	Medium of performance for music	R	.
610	SUBJECT ADDED ENTRY--CORPORATE NAME	R	.	n	Number of part/section/meeting	R	.
610	SUBJECT ADDED ENTRY--CORPORATE NAME	R	.	o	Arranged statement for music	NR	.
610	SUBJECT ADDED ENTRY--CORPORATE NAME	R	.	p	Name of part/section of a work	R	.
610	SUBJECT ADDED ENTRY--CORPORATE NAME	R	.	r	Key for music	NR	.
610	SUBJECT ADDED ENTRY--CORPORATE NAME	R	.	s	Version	R	.
610	SUBJECT ADDED ENTRY--CORPORATE NAME	R	.	t	Title of a work	NR	.
610	SUBJECT ADDED ENTRY--CORPORATE NAME	R	.	u	Affiliation	NR	.
610	SUBJECT ADDED ENTRY--CORPORATE NAME	R	.	v	Form subdivision	R	.
610	SUBJECT ADDED ENTRY--CORPORATE NAME	R	.	x	General subdivision	R	.
610	SUBJECT ADDED ENTRY--CORPORATE NAME	R	.	y	Chronological subdivision	R	.
610	SUBJECT ADDED ENTRY--CORPORATE NAME	R	.	z	Geographic subdivision	R	.
610	SUBJECT ADDED ENTRY--CORPORATE NAME	R	.	0	Authority record control number or standard number	R	.
610	SUBJECT ADDED ENTRY--CORPORATE NAME	R	.	1	Real World Object URI	R	.
610	SUBJECT ADDED ENTRY--CORPORATE NAME	R	.	2	Source of heading or term	NR	.
610	SUBJECT ADDED ENTRY--CORPORATE NAME	R	.	3	Materials specified	NR	.
610	SUBJECT ADDED ENTRY--CORPORATE NAME	R	.	4	Relationship	R	.
610	SUBJECT ADDED ENTRY--CORPORATE NAME	R	.	6	Linkage	NR	.
610	SUBJECT ADDED ENTRY--CORPORATE NAME	R	.	8	Field link and sequence number	R	.
611	SUBJECT ADDED ENTRY--MEETING NAME	R	.	a	Meeting name or jurisdiction name as entry element	NR	.
611	SUBJECT ADDED ENTRY--MEETING NAME	R	.	b	Number	.	[OBSOLETE]
611	SUBJECT ADDED ENTRY--MEETING NAME	R	.	c	Location of meeting	R	.
611	SUBJECT ADDED ENTRY--MEETING NAME	R	.	d	Date of meeting or treaty signing	R	.
611	SUBJECT ADDED ENTRY--MEETING NAME	R	.	e	Subordinate unit	R	.
611	SUBJECT ADDED ENTRY--MEETING NAME	R	.	f	Date of a work	NR	.
611	SUBJECT ADDED ENTRY--MEETING NAME	R	.	g	Miscellaneous information	R	.
611	SUBJECT ADDED ENTRY--MEETING NAME	R	.	h	Medium	NR	.
611	SUBJECT ADDED ENTRY--MEETING NAME	R	.	j	Relator term	R	.
611	SUBJECT ADDED ENTRY--MEETING NAME	R	.	k	Form subheading	R	.
611	SUBJECT ADDED ENTRY--MEETING NAME	R	.	l	Language of a work	NR	.
611	SUBJECT ADDED ENTRY--MEETING NAME	R	.	n	Number of part/section/meeting	R	.
611	SUBJECT ADDED ENTRY--MEETING NAME	R	.	p	Name of part/section of a work	R	.
611	SUBJECT ADDED ENTRY--MEETING NAME	R	.	q	Name of meeting following jurisdiction name entry element	NR	.
611	SUBJECT ADDED ENTRY--MEETING NAME	R	.	s	Version	R	.
611	SUBJECT ADDED ENTRY--MEETING NAME	R	.	t	Title of a work	NR	.
611	SUBJECT ADDED ENTRY--MEETING NAME	R	.	u	Affiliation	NR	.
611	SUBJECT ADDED ENTRY--MEETING NAME	R	.	v	Form subdivision	R	.
611	SUBJECT ADDED ENTRY--MEETING NAME	R	.	x	General subdivision	R	.
611	SUBJECT ADDED ENTRY--MEETING NAME	R	.	y	Chronological subdivision	R	.
611	SUBJECT ADDED ENTRY--MEETING NAME	R	.	z	Geographic subdivision	R	.
611	SUBJECT ADDED ENTRY--MEETING NAME	R	.	0	Authority record control number or standard number	R	.
611	SUBJECT ADDED ENTRY--MEETING NAME	R	.	1	Real World Object URI	R	.
611	SUBJECT ADDED ENTRY--MEETING NAME	R	.	2	Source of heading or term	NR	.
611	SUBJECT ADDED ENTRY--MEETING NAME	R	.	3	Materials specified	NR	.
611	SUBJECT ADDED ENTRY--MEETING NAME	R	.	4	Relationship	R	.
611	SUBJECT ADDED ENTRY--MEETING NAME	R	.	6	Linkage	NR	.
611	SUBJECT ADDED ENTRY--MEETING NAME	R	.	8	Field link and sequence number	R	.
630	SUBJECT ADDED ENTRY--UNIFORM TITLE	R	.	a	Uniform title	NR	.
630	SUBJECT ADDED ENTRY--UNIFORM TITLE	R	.	d	Date of treaty signing	R	.
630	SUBJECT ADDED ENTRY--UNIFORM TITLE	R	.	e	Relator term	R	.
630	SUBJECT ADDED ENTRY--UNIFORM TITLE	R	.	f	Date of a work	NR	.
630	SUBJECT ADDED ENTRY--UNIFORM TITLE	R	.	g	Miscellaneous information	R	.
630	SUBJECT ADDED ENTRY--UNIFORM TITLE	R	.	h	Medium	NR	.
630	SUBJECT ADDED ENTRY--UNIFORM TITLE	R	.	k	Form subheading	R	.
630	SUBJECT ADDED ENTRY--UNIFORM TITLE	R	.	l	Language of a work	NR	.
630	SUBJECT ADDED ENTRY--UNIFORM TITLE	R	.	m	Medium of performance for music	R	.
630	SUBJECT ADDED ENTRY--UNIFORM TITLE	R	.	n	Number of part/section of a work	R	.
630	SUBJECT ADDED ENTRY--UNIFORM TITLE	R	.	o	Arranged statement for music	NR	.
630	SUBJECT ADDED ENTRY--UNIFORM TITLE	R	.	p	Name of part/section of a work	R	.
630	SUBJECT ADDED ENTRY--UNIFORM TITLE	R	.	r	Key for music	NR	.
630	SUBJECT ADDED ENTRY--UNIFORM TITLE	R	.	s	Version	R	.
630	SUBJECT ADDED ENTRY--UNIFORM TITLE	R	.	t	Title of a work	NR	.
630	SUBJECT ADDED ENTRY--UNIFORM TITLE	R	.	v	Form subdivision	R	.
630	SUBJECT ADDED ENTRY--UNIFORM TITLE	R	.	x	General subdivision	R	.
630	SUBJECT ADDED ENTRY--UNIFORM TITLE	R	.	y	Chronological subdivision	R	.
630	SUBJECT ADDED ENTRY--UNIFORM TITLE	R	.	z	Geographic subdivision	R	.
630	SUBJECT ADDED ENTRY--UNIFORM TITLE	R	.	0	Authority record control number or standard number	R	.
630	SUBJECT ADDED ENTRY--UNIFORM TITLE	R	.	1	Real World Object URI	R	.
630	SUBJECT ADDED ENTRY--UNIFORM TITLE	R	.	2	Source of heading or term	NR	.
630	SUBJECT ADDED ENTRY--UNIFORM TITLE	R	.	3	Materials specified	NR	.
630	SUBJECT ADDED ENTRY--UNIFORM TITLE	R	.	4	Relationship	R	.
630	SUBJECT ADDED ENTRY--UNIFORM TITLE	R	.	6	Linkage	NR	.
630	SUBJECT ADDED ENTRY--UNIFORM TITLE	R	.	8	Field link and sequence number	R	.
647	SUBJECT ADDED ENTRY--NAMED EVENT	R	.	a	Named event	NR	.
647	SUBJECT ADDED ENTRY--NAMED EVENT	R	.	c	Location of named event	R	.
647	SUBJECT ADDED ENTRY--NAMED EVENT	R	.	d	Date of named event	NR	.
647	SUBJECT ADDED ENTRY--NAMED EVENT	R	.	g	Miscellaneous information	R	.
647	SUBJECT ADDED ENTRY--NAMED EVENT	R	.	v	Form subdivision	R	.
647	SUBJECT ADDED ENTRY--NAMED EVENT	R	.	x	General subdivision	R	.
647	SUBJECT ADDED ENTRY--NAMED EVENT	R	.	y	Chronological subdivision	R	.
647	SUBJECT ADDED ENTRY--NAMED EVENT	R	.	z	Geographic subdivision	R	.
647	SUBJECT ADDED ENTRY--NAMED EVENT	R	.	0	Authority record control number or standard number	R	.
647	SUBJECT ADDED ENTRY--NAMED EVENT	R	.	1	Real World Object URI	R	.
647	SUBJECT ADDED ENTRY--NAMED EVENT	R	.	2	Source of heading or term	NR	.
647	SUBJECT ADDED ENTRY--NAMED EVENT	R	.	3	Materials specified	NR	.
647	SUBJECT ADDED ENTRY--NAMED EVENT	R	.	6	Linkage	NR	.
647	SUBJECT ADDED ENTRY--NAMED EVENT	R	.	8	Field link and sequence number	R	.
648	SUBJECT ADDED ENTRY--CHRONOLOGICAL TERM	R	.	a	Chronological term	NR	.
648	SUBJECT ADDED ENTRY--CHRONOLOGICAL TERM	R	.	v	Form subdivision	R	.
648	SUBJECT ADDED ENTRY--CHRONOLOGICAL TERM	R	.	x	General subdivision	R	.
648	SUBJECT ADDED ENTRY--CHRONOLOGICAL TERM	R	.	y	Chronological subdivision	R	.
648	SUBJECT ADDED ENTRY--CHRONOLOGICAL TERM	R	.	z	Geographic subdivision	R	.
648	SUBJECT ADDED ENTRY--CHRONOLOGICAL TERM	R	.	0	Authority record control number or standard number	R	.
648	SUBJECT ADDED ENTRY--CHRONOLOGICAL TERM	R	.	1	Real World Object URI	R	.
648	SUBJECT ADDED ENTRY--CHRONOLOGICAL TERM	R	.	2	Source of heading or term	NR	.
648	SUBJECT ADDED ENTRY--CHRONOLOGICAL TERM	R	.	3	Materials specified	NR	.
648	SUBJECT ADDED ENTRY--CHRONOLOGICAL TERM	R	.	6	Linkage	NR	.
648	SUBJECT ADDED ENTRY--CHRONOLOGICAL TERM	R	.	8	Field link and sequence number	R	.
650	SUBJECT ADDED ENTRY--TOPICAL TERM	R	.	a	Topical term or geographic name as entry element	NR	.
650	SUBJECT ADDED ENTRY--TOPICAL TERM	R	.	b	Topical term following geographic name as entry element	NR	.
650	SUBJECT ADDED ENTRY--TOPICAL TERM	R	.	c	Location of event	NR	.
650	SUBJECT ADDED ENTRY--TOPICAL TERM	R	.	d	Active dates	NR	.
650	SUBJECT ADDED ENTRY--TOPICAL TERM	R	.	e	Relator term	NR	.
650	SUBJECT ADDED ENTRY--TOPICAL TERM	R	.	g	Miscellaneous information	R	.
650	SUBJECT ADDED ENTRY--TOPICAL TERM	R	.	v	Form subdivision	R	.
650	SUBJECT ADDED ENTRY--TOPICAL TERM	R	.	x	General subdivision	R	.
650	SUBJECT ADDED ENTRY--TOPICAL TERM	R	.	y	Chronological subdivision	R	.
650	SUBJECT ADDED ENTRY--TOPICAL TERM	R	.	z	Geographic subdivision	R	.
650	SUBJECT ADDED ENTRY--TOPICAL TERM	R	.	0	Authority record control number or standard number	R	.
650	SUBJECT ADDED ENTRY--TOPICAL TERM	R	.	1	Real World Object URI	R	.
650	SUBJECT ADDED ENTRY--TOPICAL TERM	R	.	2	Source of heading or term	NR	.
650	SUBJECT ADDED ENTRY--TOPICAL TERM	R	.	3	Materials specified	NR	.
650	SUBJECT ADDED ENTRY--TOPICAL TERM	R	.	4	Relationship	R	.
650	SUBJECT ADDED ENTRY--TOPICAL TERM	R	.	6	Linkage	NR	.
650	SUBJECT ADDED ENTRY--TOPICAL TERM	R	.	8	Field link and sequence number	R	.
651	SUBJECT ADDED ENTRY--GEOGRAPHIC NAME	R	.	a	Geographic name	NR	.
651	SUBJECT ADDED ENTRY--GEOGRAPHIC NAME	R	.	b	Geographic name following place entry element	R	[OBSOLETE]
651	SUBJECT ADDED ENTRY--GEOGRAPHIC NAME	R	.	e	Relator term	R	.
651	SUBJECT ADDED ENTRY--GEOGRAPHIC NAME	R	.	g	Miscellaneous information	R	.
651	SUBJECT ADDED ENTRY--GEOGRAPHIC NAME	R	.	v	Form subdivision	R	.
651	SUBJECT ADDED ENTRY--GEOGRAPHIC NAME	R	.	x	General subdivision	R	.
651	SUBJECT ADDED ENTRY--GEOGRAPHIC NAME	R	.	y	Chronological subdivision	R	.
651	SUBJECT ADDED ENTRY--GEOGRAPHIC NAME	R	.	z	Geographic subdivision	R	.
651	SUBJECT ADDED ENTRY--GEOGRAPHIC NAME	R	.	0	Authority record control number or standard number	R	.
651	SUBJECT ADDED ENTRY--GEOGRAPHIC NAME	R	.	1	Real World Object URI	R	.
651	SUBJECT ADDED ENTRY--GEOGRAPHIC NAME	R	.	2	Source of heading or term	NR	.
651	SUBJECT ADDED ENTRY--GEOGRAPHIC NAME	R	.	3	Materials specified	NR	.
651	SUBJECT ADDED ENTRY--GEOGRAPHIC NAME	R	.	4	Relationship	R	.
651	SUBJECT ADDED ENTRY--GEOGRAPHIC NAME	R	.	6	Linkage	NR	.
651	SUBJECT ADDED ENTRY--GEOGRAPHIC NAME	R	.	8	Field link and sequence number	R	.
652	SUBJECT ADDED ENTRY--REVERSED GEOGRAPHIC	.	[OBSOLETE]	a	Geographic name of place element	NR	.
652	SUBJECT ADDED ENTRY--REVERSED GEOGRAPHIC	.	[OBSOLETE]	x	General subdivision	R	.
652	SUBJECT ADDED ENTRY--REVERSED GEOGRAPHIC	.	[OBSOLETE]	y	Chronological subdivision	R	.
652	SUBJECT ADDED ENTRY--REVERSED GEOGRAPHIC	.	[OBSOLETE]	z	Geographic subdivision	R	.
653	INDEX TERM--UNCONTROLLED	R	.	a	Uncontrolled term	R	.
653	INDEX TERM--UNCONTROLLED	R	.	6	Linkage	NR	.
653	INDEX TERM--UNCONTROLLED	R	.	8	Field link and sequence number	R	.
654	SUBJECT ADDED ENTRY--FACETED TOPICAL TERMS	R	.	a	Focus term	R	.
654	SUBJECT ADDED ENTRY--FACETED TOPICAL TERMS	R	.	b	Non-focus term	R	.
654	SUBJECT ADDED ENTRY--FACETED TOPICAL TERMS	R	.	c	Facet/hierarchy designation	R	.
654	SUBJECT ADDED ENTRY--FACETED TOPICAL TERMS	R	.	e	Relator term	R	.
654	SUBJECT ADDED ENTRY--FACETED TOPICAL TERMS	R	.	v	Form subdivision	R	.
654	SUBJECT ADDED ENTRY--FACETED TOPICAL TERMS	R	.	y	Chronological subdivision	R	.
654	SUBJECT ADDED ENTRY--FACETED TOPICAL TERMS	R	.	z	Geographic subdivision	R	.
654	SUBJECT ADDED ENTRY--FACETED TOPICAL TERMS	R	.	0	Authority record control number or standard number	R	.
654	SUBJECT ADDED ENTRY--FACETED TOPICAL TERMS	R	.	1	Real World Object URI	R	.
654	SUBJECT ADDED ENTRY--FACETED TOPICAL TERMS	R	.	2	Source of heading or term	NR	.
654	SUBJECT ADDED ENTRY--FACETED TOPICAL TERMS	R	.	3	Materials specified	NR	.
654	SUBJECT ADDED ENTRY--FACETED TOPICAL TERMS	R	.	4	Relationship	R	.
654	SUBJECT ADDED ENTRY--FACETED TOPICAL TERMS	R	.	6	Linkage	NR	.
654	SUBJECT ADDED ENTRY--FACETED TOPICAL TERMS	R	.	8	Field link and sequence number	R	.
655	INDEX TERM--GENRE/FORM	R	.	a	Genre/form data or focus term	NR	.
