parent element,element,source schema,provisional?,institution,source data element,source data subelement,constraints,processing_type,processing instructions,notes,mapping_id,mapping issue ct,field issue ct,field defined?,done in mta?,tests done?,,,,,
items,items[status],MARCish,n,UNC,999,s,i1=9 AND i2=1 and $d IS blank,map subelement to value,"See maps/item_status_ils_to_argot.json[""UNC""]",.,items[status]UNC999si1=9 AND i2=1 and $d IS blank,0,0,n,y,y,,,,,
items,items[type],MARCish,n,Duke,940,r,.,.,.,Used in setting item[status] value,items[type]Duke940r.,0,0,n,,,,,,,
items,items[type],MARCish,n,NCCU,999,t,.,.,.,.,items[type]NCCU999t.,0,0,n,,,,,,,
items,items[type],MARCish,n,NCSU,999,t,.,.,.,Used in setting resource_type and physical_media values,items[type]NCSU999t.,0,0,n,,,,,,,
items,items[type],MARCish,n,UNC,{na},{na},none,{na},{na},UNC is not populating this element because we don't plan to use it for anything,items[type]UNC{na}{na}none,0,0,n,,,,,,,
items,items[vol],MARCish,n,UNC,999,v,i1=9 AND i2=1,subelement_to_value,.,.,items[vol]UNC999vi1=9 AND i2=1,0,0,n,y,y,,,,,
language,language,MARC,n,GEN,008,35-37,none,map subelement to value,x,documentation needed,languageGEN835-37none,0,0,n,,,,,,,
language,language,MARC,n,GEN,041,adeg,i1=1 and $a contains only one code,map subelement to value,x,documentation needed,languageGEN41adegi1=1 and $a contains only one code,0,0,n,,,,,,,
local_id,local_id[value],MARCish,n,Duke,001,.,.,.,.,.,local_id[value]Duke1..,0,0,n,,,,,,,
local_id,local_id[value],MARCish,n,NCCU,001,{na},none,subelement_to_value,first value only,x,local_id[value]NCCU1{na}none,0,0,n,,,,,,,
local_id,local_id[value],MARCish,n,NCSU,918,a,none,subelement_to_value,first value only,x,local_id[value]NCSU918anone,0,0,n,,,,,,,
local_id,local_id[value],MARCish,n,UNC,907,a,none,subelement_to_value,x,x,local_id[value]UNC907anone,0,0,n,,,,,,,
location_hierarchy,location_hierarchy,MARC-to-Argot,n,UNC,"loc_b (items, holdings)",.,none,map subelement to value,Each loc_b value is mapped to a location hierarchy. Details forthcoming.,,"location_hierarchyUNCloc_b (items, holdings).none",0,0,n,y,y,,,,,
misc_id,misc_id[display],MARC,n,GEN,028,{na},i2 =~ /[03]/,constant, = false,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/misc_id.adoc,misc_id[display]GEN28{na}i2 =~ /[03]/,0,0,n,n,n,,,,,
misc_id,misc_id[qual],MARC,n,GEN,015,q,none,subelement_to_value,qual = subfield value with parentheses removed,x,misc_id[qual]GEN15qnone,0,0,n,y,y,,,,,
misc_id,misc_id[qual],MARC,n,GEN,024,a,!$q and $a=~/\(.+\) *$/,see documentation,"If parenthetical qualifier present in $a instead of $q, map the parenthetical qualifier to [qual]",https://github.com/trln/data-documentation/blob/master/argot/spec_docs/misc_id.adoc,misc_id[qual]GEN24a!$q and $a=~/\(.+\) *$/,0,0,n,n,n,,,,,
misc_id,misc_id[qual],MARC,n,GEN,024,q,none,concat_subelements,strip outermost parentheses from subfield content if present,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/misc_id.adoc,misc_id[qual]GEN24qnone,0,0,n,n,n,,,,,
misc_id,misc_id[qual],MARC,n,GEN,027,q,none,concat_subelements,strip outermost parentheses from subfield content if present,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/misc_id.adoc,misc_id[qual]GEN27qnone,0,0,n,n,n,,,,,
misc_id,misc_id[qual],MARC,n,GEN,028,bq,[display] != false,concat_subelements,"Join multiple values with ""; "". Strip outermost parentheses from $q content if present",Don't need to display qualifying info if field is not displayed https://github.com/trln/data-documentation/blob/master/argot/spec_docs/misc_id.adoc,misc_id[qual]GEN28bq[display] != false,0,0,n,n,n,,,,,
misc_id,misc_id[qual],MARC,n,GEN,074,az, $a or $z =~ /\(.+\) *$/,concat_subelements,"strip parentheses from [qual] value; in [qual], expand 'MF' to 'microfiche'",https://github.com/trln/data-documentation/blob/master/argot/spec_docs/misc_id.adoc,misc_id[qual]GEN74az $a or $z =~ /\(.+\) *$/,0,0,n,n,n,,,,,
misc_id,misc_id[type],MARC,n,GEN,015,2,none,map subelement to value,"type = ""National Bibliography Number"" if there is no $2; otherwise, map $2 using https://github.com/trln/marc-to-argot/blob/master/lib/translation_maps/shared/national_bibliography_codes.yaml",Mapping is from: https://www.loc.gov/standards/sourcelist/national-bibliography.html,misc_id[type]GEN152none,0,0,n,y,y,,,,,
misc_id,misc_id[type],MARC,n,GEN,024,{na},i1=3 AND value is from $z,constant, = International Article Number (canceled or invalid),https://github.com/trln/data-documentation/blob/master/argot/spec_docs/misc_id.adoc,misc_id[type]GEN24{na}i1=3 AND value is from $z,0,0,n,n,n,,,,,
misc_id,misc_id[type],MARC,n,GEN,024,{na},i1=3 AND value is from $a,constant, = International Article Number,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/misc_id.adoc,misc_id[type]GEN24{na}i1=3 AND value is from $a,0,0,n,n,n,,,,,
misc_id,misc_id[type],MARC,n,GEN,024,{na},i1=2 AND value is from $z,constant, = International Standard Music Number (canceled or invalid),https://github.com/trln/data-documentation/blob/master/argot/spec_docs/misc_id.adoc,misc_id[type]GEN24{na}i1=2 AND value is from $z,0,0,n,n,n,,,,,
misc_id,misc_id[type],MARC,n,GEN,024,{na},i1=2 AND value is from $a,constant, = International Standard Music Number,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/misc_id.adoc,misc_id[type]GEN24{na}i1=2 AND value is from $a,0,0,n,n,n,,,,,
misc_id,misc_id[type],MARC,n,GEN,024,{na},i1=0 AND value is from $z,constant, = International Standard Recording  Code (canceled or invalid),https://github.com/trln/data-documentation/blob/master/argot/spec_docs/misc_id.adoc,misc_id[type]GEN24{na}i1=0 AND value is from $z,0,0,n,n,n,,,,,
misc_id,misc_id[type],MARC,n,GEN,024,{na},i1=0 AND value is from $a,constant, = International Standard Recording  Code,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/misc_id.adoc,misc_id[type]GEN24{na}i1=0 AND value is from $a,0,0,n,n,n,,,,,
misc_id,misc_id[type],MARC,n,GEN,024,{na},i1=4 AND value is from $z,constant, = Serial Item and Contribution Identifier (canceled or invalid),https://github.com/trln/data-documentation/blob/master/argot/spec_docs/misc_id.adoc,misc_id[type]GEN24{na}i1=4 AND value is from $z,0,0,n,n,n,,,,,
misc_id,misc_id[type],MARC,n,GEN,024,{na},i1=4 AND value is from $a,constant, = Serial Item and Contribution Identifier,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/misc_id.adoc,misc_id[type]GEN24{na}i1=4 AND value is from $a,0,0,n,n,n,,,,,
misc_id,misc_id[type],MARC,n,GEN,024,{na},i1=8 AND value is from $z,constant, = Unspecified Standard Number (canceled or invalid),https://github.com/trln/data-documentation/blob/master/argot/spec_docs/misc_id.adoc,misc_id[type]GEN24{na}i1=8 AND value is from $z,0,0,n,n,n,,,,,
misc_id,misc_id[type],MARC,n,GEN,024,{na},i1=8 AND value is from $a,constant, = Unspecified Standard Number,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/misc_id.adoc,misc_id[type]GEN24{na}i1=8 AND value is from $a,0,0,n,n,n,,,,,
misc_id,misc_id[type],MARC,n,GEN,024,{na},i1=7 AND value is from $z,map subelement to value,"use unmarked or en http://www.w3.org/2004/02/skos/core#prefLabel value associated with $2 value, retrieved from http://id.loc.gov/vocabulary/identifiers.html (or a periodically updated YAML map created from that source), with "" (canceled or invalid)"" appended. If there is no $2 value, or no prefLabel is associated with $2 value, ""type"":""Unspecified Standard Number (canceled or invalid)""",https://github.com/trln/data-documentation/blob/master/argot/spec_docs/misc_id.adoc,misc_id[type]GEN24{na}i1=7 AND value is from $z,0,0,n,n,n,,,,,
misc_id,misc_id[type],MARC,n,GEN,024,{na},i1=7 AND value is from $a,map subelement to value,"use unmarked or en http://www.w3.org/2004/02/skos/core#prefLabel value associated with $2 value, retrieved from http://id.loc.gov/vocabulary/identifiers.html (or a periodically updated YAML map created from that source). If no prefLabel is associated with $2 value, ""type"":""Unspecified Standard Number""",https://github.com/trln/data-documentation/blob/master/argot/spec_docs/misc_id.adoc,misc_id[type]GEN24{na}i1=7 AND value is from $a,0,0,n,n,n,,,,,
misc_id,misc_id[type],MARC,n,GEN,027,{na},value is from $z,constant, = Technical Report Number (canceled or invalid),https://github.com/trln/data-documentation/blob/master/argot/spec_docs/misc_id.adoc,misc_id[type]GEN27{na}value is from $z,0,0,n,n,n,,,,,
misc_id,misc_id[type],MARC,n,GEN,027,{na},value is from $a,constant, = Technical Report Number,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/misc_id.adoc,misc_id[type]GEN27{na}value is from $a,0,0,n,n,n,,,,,
misc_id,misc_id[type],MARC,n,GEN,028,{na},i1=6,constant, = Distributor Number,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/misc_id.adoc,misc_id[type]GEN28{na}i1=6,0,0,n,n,n,,,,,
misc_id,misc_id[type],MARC,n,GEN,028,{na},i1=0,constant, = Issue Number,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/misc_id.adoc,misc_id[type]GEN28{na}i1=0,0,0,n,n,n,,,,,
misc_id,misc_id[type],MARC,n,GEN,028,{na},i1=1,constant, = Matrix Number,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/misc_id.adoc,misc_id[type]GEN28{na}i1=1,0,0,n,n,n,,,,,
misc_id,misc_id[type],MARC,n,GEN,028,{na},i1=3,constant, = Music Publisher Number,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/misc_id.adoc,misc_id[type]GEN28{na}i1=3,0,0,n,n,n,,,,,
misc_id,misc_id[type],MARC,n,GEN,028,{na},i1=2,constant, = Plate Number,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/misc_id.adoc,misc_id[type]GEN28{na}i1=2,0,0,n,n,n,,,,,
misc_id,misc_id[type],MARC,n,GEN,028,{na},i1=5,constant, = Publisher Number,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/misc_id.adoc,misc_id[type]GEN28{na}i1=5,0,0,n,n,n,,,,,
misc_id,misc_id[type],MARC,n,GEN,028,{na},i1=4,constant, = Video Publisher Number,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/misc_id.adoc,misc_id[type]GEN28{na}i1=4,0,0,n,n,n,,,,,
misc_id,misc_id[type],MARC,n,GEN,030,{na},value is from $z,constant, = CODEN designation (canceled or invalid),https://github.com/trln/data-documentation/blob/master/argot/spec_docs/misc_id.adoc,misc_id[type]GEN30{na}value is from $z,0,0,n,n,n,,,,,
misc_id,misc_id[type],MARC,n,GEN,030,{na},value is from $a,constant, = CODEN designation,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/misc_id.adoc,misc_id[type]GEN30{na}value is from $a,0,0,n,n,n,,,,,
misc_id,misc_id[type],MARC,n,GEN,074,{na},value is from $z,constant, = GPO Item Number (canceled or invalid),https://github.com/trln/data-documentation/blob/master/argot/spec_docs/misc_id.adoc,misc_id[type]GEN74{na}value is from $z,0,0,n,n,n,,,,,
misc_id,misc_id[type],MARC,n,GEN,074,{na},value is from $a,constant, = GPO Item Number,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/misc_id.adoc,misc_id[type]GEN74{na}value is from $a,0,0,n,n,n,,,,,
misc_id,misc_id[type],MARC,n,GEN,088,{na},value is from $z,constant, = Report Number (canceled or invalid),https://github.com/trln/data-documentation/blob/master/argot/spec_docs/misc_id.adoc,misc_id[type]GEN88{na}value is from $z,0,0,n,n,n,,,,,
misc_id,misc_id[type],MARC,n,GEN,088,{na},value is from $a,constant, = Report Number,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/misc_id.adoc,misc_id[type]GEN88{na}value is from $a,0,0,n,n,n,,,,,
misc_id,misc_id[value],MARC,n,GEN,010,a,none,subelement_to_value,"misc_id[qual]   = """";;;misc_id[type] = ""LCCN""",x,misc_id[value]GEN10anone,0,0,n,y,y,,,,,
misc_id,misc_id[value],MARC,n,GEN,010,z,none,subelement_to_value,"misc_id[qual]  = """";;;misc_id[type] = ""Canceled or invalid LCCN""",x,misc_id[value]GEN10znone,0,0,n,,,,,,,
misc_id,misc_id[value],MARC,n,GEN,010,b,none,subelement_to_value,"misc_id[qual]  = """";;;misc_id[type] = ""NUCMC""",x,misc_id[value]GEN10bnone,0,0,n,y,y,,,,,
misc_id,misc_id[value],MARC,n,GEN,015,a,none,subelement_to_value,"if subfield includes parentheses, split into 'id' and 'qual';;;if subfield contains no parentheses, 'id' = whole subfield value",x,misc_id[value]GEN15anone,0,0,n,y,y,,,,,
misc_id,misc_id[value],MARC,n,GEN,024,ad,none,concat_subelements,map any parenthethical qualifying info from $a to [qual],https://github.com/trln/data-documentation/blob/master/argot/spec_docs/misc_id.adoc,misc_id[value]GEN24adnone,0,0,n,n,n,,,,,
misc_id,misc_id[value],MARC,n,GEN,024,az,none,subelement_to_value,map any parenthethical qualifying info from an $a or $z value to the [qual] element for that id,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/misc_id.adoc,misc_id[value]GEN24aznone,0,0,n,n,n,,,,,
misc_id,misc_id[value],MARC,n,GEN,027,a,none,subelement_to_value,x,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/misc_id.adoc,misc_id[value]GEN27anone,0,0,n,n,n,,,,,
misc_id,misc_id[value],MARC,n,GEN,027,az,none,subelement_to_value,x,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/misc_id.adoc,misc_id[value]GEN27aznone,0,0,n,n,n,,,,,
misc_id,misc_id[value],MARC,n,GEN,030,az,none,subelement_to_value,x,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/misc_id.adoc,misc_id[value]GEN30aznone,0,0,n,n,n,,,,,
misc_id,misc_id[value],MARC,n,GEN,074,az,none,subelement_to_value,"map any parenthethical qualifying info from $a or $z to [qual]; strip parentheses from [qual] value; in [qual], expand 'MF' to 'microfiche'",https://github.com/trln/data-documentation/blob/master/argot/spec_docs/misc_id.adoc,misc_id[value]GEN74aznone,0,0,n,n,n,,,,,
misc_id,misc_id[value],MARC,n,GEN,088,az,none,subelement_to_value,x,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/misc_id.adoc,misc_id[value]GEN88aznone,0,0,n,n,n,,,,,
names,names[name],MARC,n,GEN,100,abcdgjqu,none,concat_subelements,x,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/_pattern_names.adoc,names[name]GEN100abcdgjqunone,0,0,n,n,y,,,,,
names,names[name],MARC,n,GEN,110,abcdgnu,none,concat_subelements,x,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/_pattern_names.adoc,names[name]GEN110abcdgnunone,0,0,n,n,y,,,,,
names,names[name],MARC,n,GEN,111,acdegnqu,none,concat_subelements,x,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/_pattern_names.adoc,names[name]GEN111acdegnqunone,0,0,n,n,y,,,,,
names,names[name],MARC,n,GEN,700,abcdgjqu,!($t OR $k),concat_subelements,x,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/_pattern_names.adoc,names[name]GEN700abcdgjqu!($t OR $k),0,0,n,n,y,,,,,
names,names[name],MARC,n,GEN,710,abcdgnu,!($t OR $k),concat_subelements,x,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/_pattern_names.adoc,names[name]GEN710abcdgnu!($t OR $k),0,0,n,n,y,,,,,
names,names[name],MARC,n,GEN,711,acdegnqu,!($t OR $k),concat_subelements,x,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/_pattern_names.adoc,names[name]GEN711acdegnqu!($t OR $k),0,0,n,n,y,,,,,
names,names[name],MARC,n,GEN,720,a,none,concat_subelements,x,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/_pattern_names.adoc,names[name]GEN720anone,0,0,n,n,y,,,,,
names,names[rel],MARC,n,GEN,100,e4,none,see documentation,x,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/_pattern_names.adoc,names[rel]GEN100e4none,0,0,n,n,y,,,,,
names,names[rel],MARC,n,GEN,110,e4,none,see documentation,x,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/_pattern_names.adoc,names[rel]GEN110e4none,0,0,n,n,y,,,,,
names,names[rel],MARC,n,GEN,111,j4,none,see documentation,x,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/_pattern_names.adoc,names[rel]GEN111j4none,0,0,n,n,y,,,,,
names,names[rel],MARC,n,GEN,700,e4,!($t OR $k),complex,See linked documentation,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/_pattern_names.adoc,names[rel]GEN700e4!($t OR $k),0,0,n,n,y,,,,,
names,names[rel],MARC,n,GEN,710,e4,!($t OR $k),see documentation,x,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/_pattern_names.adoc,names[rel]GEN710e4!($t OR $k),0,0,n,n,y,,,,,
names,names[rel],MARC,n,GEN,711,j4,!($t OR $k),see documentation,x,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/_pattern_names.adoc,names[rel]GEN711j4!($t OR $k),0,0,n,n,y,,,,,
names,names[rel],MARC,n,GEN,720,e4,none,see documentation,x,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/_pattern_names.adoc,names[rel]GEN720e4none,0,0,n,n,y,,,,,
names,names[type],MARC,n,GEN,100,{na},none,complex,x,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/_pattern_names.adoc,names[type]GEN100{na}none,0,0,n,n,y,,,,,
names,names[type],MARC,n,GEN,110,{na},none,complex,x,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/_pattern_names.adoc,names[type]GEN110{na}none,0,0,n,n,y,,,,,
names,names[type],MARC,n,GEN,111,{na},none,complex,x,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/_pattern_names.adoc,names[type]GEN111{na}none,0,0,n,n,y,,,,,
names,names[type],MARC,n,GEN,700,{na},!($t OR $k),complex,See linked documentation,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/_pattern_names.adoc,names[type]GEN700{na}!($t OR $k),0,0,n,n,y,,,,,
names,names[type],MARC,n,GEN,710,{na},!($t OR $k),complex,x,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/_pattern_names.adoc,names[type]GEN710{na}!($t OR $k),0,0,n,n,y,,,,,
names,names[type],MARC,n,GEN,711,{na},!($t OR $k),complex,x,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/_pattern_names.adoc,names[type]GEN711{na}!($t OR $k),0,0,n,n,y,,,,,
names,names[type],MARC,n,GEN,720,{na},none,complex,x,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/_pattern_names.adoc,names[type]GEN720{na}none,0,0,n,n,y,,,,,
note_access_restrictions,note_access_restrictions,MARC,n,GEN,506,abcdefu3,none,concat_subelements,"If $3 present, process as label",x,note_access_restrictionsGEN506abcdefu3none,0,0,n,n,n,,,,,
